MONOMER-15468				
ALPHAGALACTOSID-MONOMER	EG10577	P06720	&alpha;-galactosidase	MelA
MONOMER-19727	G-44432	M1VMC6	chlorophyllide reductase subunit BchZ	BchZ
MONOMER-19098	G-43831	E1YIX0	naphthalene carboxylase &alpha; subunit	
MONOMER-17691	G-15389	P07254	chitinase A	ChiA
MONOMER-17001	G-14821	P45410	[citrate [pro-3S]-lyase] ligase	CitC
MONOMER-11669				
EXUT-MONOMER	EG12738	P0AA78	hexuronate transporter	ExuT
G6478-MONOMER	G6478	P75853	aliphatic sulfonate ABC transporter periplasmic binding protein	YcbO
AT2G28100-MONOMER	AT2G28100	Q8GW72		
MONOMER-AT1G15080	AT1G15080	Q9XI60	lipid phosphatidate phosphatase	
MONOMER-5142	G-3902		vinyl chloride reductase catalytic subunit	VcrA
MONOMER-20110	G-54998		L-arginine oxidase monomer	
MONOMER-19475	G-44180	E2JA32	fumarate-(S)-2,3-diaminopropanoate ligase	DdaG
MONOMER-12263			myrosinase	
MONOMER-109			cytochrome <i>b</i> subunit	
PD01343	EG11540	P0A8G6	NAD(P)H:quinone oxidoreductase	WrbA
G1I0R-1336-MONOMER	G1I0R-1336	Q2FYK7	fatty acid kinase FakB2	
MONOMER-15351	G-11754	P27508	PqqF endopeptidase	PqqF
MONOMER-8142				
AT5G60600-MONOMER	AT5G60600	F4K0E8		
MONOMER-14463	G-11039	Q55389	ferredoxin-thioredoxin reductase, catalytic chain	FtrC
MONOMER-18127	G-17634	A0A0F6B8S7	D-glucosaminate PTS permease components EIIB	DgaB
MONOMER-11903	G-9240		dihydroxy acid dehydratase subunit	IlvD
MONOMER-15830			1-phosphatidyl-1D-myo-inositol 3-phosphate phosphatase	PIP phosphatase
MONOMER-17442				
GIO2-1257-MONOMER	GIO2-1257	A8J000	acetate kinase	129982, Cre09.g396700.t1.1
MONOMER-16161	G-12462	P0C918	rusticyanin	Rus
MONOMER-15027	G-11469	Q9AU11	aromatic polyketide synthase	
COPROGENOXI-MONOMER	EG12189	P36553	coproporphyrinogen III oxidase	Sec, PopB, HemF
AT4G34135-MONOMER	AT4G34135		flavonol 3-<i>O</i>-glucosyltransferase	
MONOMER-20533	G-58324	A0A0A6ZFR4	protopanaxadiol-type ginsenoside 3-<i>O</i>-glucosyltransferase	
MONOMER-19893	G-44596	A0R758	L-erythrulose 1-kinase	LerK
MONOMER-18526	G-17999	P0DKY4		
MONOMER-17878	G-15520	B0KSN7	McoA manganese-oxidizing multicopper oxidase	McoA
MONOMER-12808	G-9818	Q51948	2-hydroxychromene-2-carboxylate isomerase monomer	NahD
G7168-MONOMER	G7168	P77398	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase	ArnA, YfbG, PmrI
HS02883-MONOMER	HS02883	Q2M3T9	hyaluronidase-4	hyal-4, hyaluronoglucosaminidase-4
BSU15490-MONOMER	BSU15490	P05654	aspartate carbamoyltransferase	PyrB
SYNPCC7942_0893-MONOMER	SYNPCC7942_0893	P04997	photosystem II D1 protein	
MONOMER3O-4	G3O-2	P43616		
MONOMER-20963	G-80488	Q6D8V5	L-erythrulose-1-phosphate isomerase	LerI
MONOMER-20296	G-55180	Q6RUF5	blood-group-substance endo-1,4-&beta;-galactosidase	EabC, blood group A-and B-cleaving endo-&beta;-galactosidase
MONOMER-13284	G-10118	Q56841	2-(S)-hydroxypropyl-CoM dehydrogenase subunit	XecE
SYNPCC7942_1088-MONOMER	SYNPCC7942_1088	P55020	plastocyanin	PetE
MONOMER-12484	G-9584			
YIDY-MONOMER	EG11720	P31462	efflux pump MdtL	MdtL, YidY, YidY drug MFS transporter, MdtL multidrug efflux pump
HP0590-MONOMER	HP0590	O25312	&beta; subunit of 2-oxoglutarate:acceptor oxidoreductase	OorB, HP0590, OorB subunit of  of 2-oxoglutarate:acceptor oxidoreductase, &beta; subunit of &alpha;-ketoglutarate:ferredoxin oxidoreductase, &beta; subunit, B subunit of 2-oxoglutarate:acceptor oxidoreductase
MONOMER-16252	G-12545	Q5V463	&beta;-methylmalyl-CoA lyase	Mcl
RBSC-MONOMER	EG10816	P0AGI1	ribose ABC transporter membrane subunit	RbsT, RbsP
EG11072-MONOMER	EG11072	P04994	exodeoxyribonuclease VII subunit XseA	Xse, XseA, exonuclease VII, large subunit
MONOMER-15574	G-11950	Q9AGY5		GmhB
MONOMER-18916	G-34625	A6KWY5	L-galactonate 5-dehydrogenase	LgaC
MONOMER-13031	G-9927	P00503	aspartate aminotransferase subunit	
MONOMER-16763			cysteine-<i>S</i>-conjugate <i>N</i>-malonyl transferase	
MONOMER-18291	G-17795	P28012	chalcone isomerase 1	chalcone--flavonone isomerase 1
HS08089-MONOMER	HS08089	Q9NVH6	Trimethyllysine dioxygenase, mitochondrial	Epsilon-trimethyllysine 2-oxoglutarate dioxygenase, TML dioxygenase, TML hydroxylase, TML-alpha-ketoglutarate dioxygenase, TMLD
MONOMER-16001	G-12310	Q8KQ23	poly[<i>R</i>)-3-hydroxydecanoate polymerase	polyhydroxyalkanoate polymerase 1
ENSG00000110719-MONOMER	HS03333	Q13488	H<sup>+</sup>-translocating V-ATPase subunit a3	OC-116 kDa, OC116, Osteoclastic proton pump 116 kDa subunit, T-cell immune regulator 1, T-cell immune response cDNA7 protein, TIRC7, V-ATPase 116 kDa isoform a3, Vacuolar proton translocating ATPase 116 kDa subunit a isoform 3, V-type proton ATPase 116 kDa subunit a isoform 3
EG10272-MONOMER	EG10272	P0ABV2	Ton complex subunit ExbD	ExbD
MONOMER-4063	G-3101	Q9FA41	formyltransferase/hydrolase complex &beta; subunit	FhcB
OCTANOYL-ACP	EG50003		octanoyl-ACP	B1094, AcpP, octanoyl-[acyl-carrier protein]
R-3-HYDROXYPALMITOYL-ACP	EG50003		(3<i>R</i>)-3-hydroxypalmitoyl-ACP	B1094, AcpP, (3<i>R</i>)-3-hydroxypalmitoyl-[acyl-carrier protein], (<i>R</i>)-3-hydroxypalmitoyl-[acyl-carrier protein], (3<i>R</i>)-3-hydroxyhexadecanoyl-[acyl-carrier protein], (<i>R</i>)-3-hydroxyhexadecanoyl-[acyl-carrier protein]
MONOMER-19301	G-44011	F1CWD6	fumiquinazoline F-indoline-2'-2-aminobutyryl-3'-ol synthetase	
MONOMER-15570	G-11944	P82604	phenylacetaldoxime dehydratase	OxdA
MONOMER-13755	G-10495	O32713	malonate decarboxylase malonyl-[acp] decarboxylase component &alpha; subunit	MdcD
MONOMER-13028	G-9924	C6FI40	hydroquinone dioxygenase &alpha; subunit	PnpC1
MANX-MONOMER	EG10567	P69797	mannose-specific PTS enzyme IIAB component	ManX, Mpt, PtsX, PtsM, PtsL, GptB, IIIMan, Enzyme III<sup>man</sup>, Enzyme IIAB<sup>man</sup>
MONOMER-18288	G-17792	Q2VMT1	phenylalanine/tyrosine ammonia-lyase monomer	
MONOMER-6668				
MONOMER-15999	G-12309	O81270	seed peroxygenase 1	caleosin1
MONOMER-14259	G-10890	A4ZKM5		
EG10266-MONOMER	EG10266	P24180	multidrug efflux pump membrane fusion lipoprotein AcrE	EnvC, AcrE
AT1G51980-MONOMER	AT1G51980	Q9ZU25	cytochrome <i>bc</i><sub>1</sub> complex mitochondrial processing peptidase &alpha;-subunit 1	
MONOMER-20704	G-58850	F2RB80	4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] 3-hydroxylase	CmlA
MONOMER-17233	G-15020	Q4H4F8	2-deoxystreptamine <i>N</i>-acetyl-D-glucosaminyltransferase	BtrM
MONOMER-18687	G-27161	Q8PE06	bifunctional cardiolipin / phosphatidylethanolamine synthase	
MONOMER-14755	G-11258	A5JTM8		PobA
HS05168-MONOMER	HS05168	Q09327	&beta;-1,4-mannosyl-glycoprotein 4-&beta;-<em>N</em>-acetylglucosaminyltransferase	GlcNAc-T III, GNT-III, <i>N</i>-acetylglucosaminyltransferase III, <i>N</i>-glycosyl-oligosaccharide-glycoprotein <i>N</i>-acetylglucosaminyltransferase III
G185E-6950-MONOMER	G185E-6950	P9WIN1		PpgK
EG11724-MONOMER	EG11724	P31466	adenine:H<sup>+</sup> symporter	AdeP, YieG, PurP
AT3G29320-MONOMER	AT3G29320	Q9LIB2	&alpha;-glucan phosphorylase	
UGPC-MONOMER	EG11048	P10907	<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit	
MONOMER-19711	G-44415	A4SF06	bacteriochlorophyllide <i>d</i> C-12<sup>1</sup>-methyltransferase	BchR
MONOMER-2641	G-1821	Q8GWW7	agmatine iminohydrolase	
MONOMER-17670	G-15379	Q43305		
MONOMER-13462	G-10252	P38947	succinate semialdehyde dehydrogenase subunit	SucD
MONOMER-11643	G-9059	O04706	gibberellin 20-oxidase	TaGA20ox1B
HS10525-MONOMER	HS10525	P21549	Serine--pyruvate aminotransferase	AGT, SPT
G6416-MONOMER	G6416	P75782	23S rRNA m<sup>6</sup>A1618 methyltransferase	YbiN, RlmF, ribosomal RNA large subunit methyltransferase F
YOL066C-MONOMER	YOL066C	Q12362	DRAP deaminase	
MONOMER-9641	G-7321	A0QZY0	L-cysteine : 1 D-<i>myo</i>-inositol 2-amino-2-deoxy-&alpha;-D-glucopyranoside ligase large subunit	MshC
MONOMER-16455	G-12723	P31894	CooF ferredoxin-type iron-sulfur protein	CooF
MONOMER-20095	G-54981	Q7A827	heme oxygenase (staphylobilin-producing) 2 monomer	IsdI
MONOMER-13961	G-10662	Q9RA05	carveol dehydrogenase monomer	LimC
MONOMER-12236	G-9461			RtlB
AG9-MONOMER	AG9	Q9M7D0	terpinolene synthase	Ag-g-TEO
PABASYN-COMPI-MONOMER	EG10683	P05041	aminodeoxychorismate synthase subunit 1	para-aminobenzoate synthase component I, ADC synthase, PabB, aminodeoxychorismate synthase component 1
MONOMER-19069			cysteine sulfoxide lyase delta subunit	
MONOMER-15328	G-11731	Q5FTS6	periplasmic dehydroquinate dehydratase	
MONOMER-16976	G-14794	B1P123	TRIBOA-glucoside 7-<i>O</i>-methyltransferase	
AT5G55500-MONOMER	AT5G55500	Q9LDH0	glycoprotein 2-&beta;-<small>D</small>-xylosyltransferase	
ENSG00000178700-MONOMER	HS17108	Q86XF0	dihydrofolate reductase-like protein 1	
MONOMER-18110	G-17620	Q9NGX9	cytochrome P450 302a1, mitochondrial	Dib, disembodied
AT2G23250-MONOMER	AT2G23250	O22183		
MONOMER-15810	G-12140		achromobactin synthetase protein D	
MONOMER-5043				
GDQC-14115-MONOMER	GDQC-14115		Zm00001d032083_T001.1	
MONOMER-19455	G-44163	P72861	4-hydroxy-3-polyprenylbenzoate decarboxylase	UbiD
CITSYN-MONOMER	EG10402	P0ABH7	citrate synthase	GluT, IcdB, GltA
MONOMER-10764	G-8344		respiratory arsenate reductase small subunit	ArrB
MONOMER-20517	G-58305	A0A1D6GQ67	dolabradiene monooxygenase	
G1G01-4208-MONOMER	G1G01-4208	Q88FY3		NicD
MONOMER-18507	G-17982	Q84F16	4-hydroxyphenylacetate decarboxylase large subunit	HpdB, <i>p</i>-hydroxyphenylacetate decarboxylase large subunit, 4-hydroxyphenylacetate decarboxylase glycyl radical subunit, 4-hydroxyphenylacetate decarboxylase &beta; subunit
MONOMER-802	G-131	O52249	diaminobutanoate acetyltransferase monomer	EctA
MONOMER-12781	G-9794	Q8H2B4		
MONOMER-14441	G-11017	P18886	carnitine palmitoyltransferase 2	carnitine <i>O</i>-palmitoyltransferase 2, mitochondrial, carnitine palmitoyltransferase II, CPT II, CPT-II
HS02602-MONOMER	HS02602	P00390	glutathione reductase subunit	
MONOMER-11861				
SYNPCC7942_0456-MONOMER	SYNPCC7942_0456	Q79AV1	Photosystem II reaction center protein K	PsbK
MONOMER-17422	G-15197	P73832	cyanophycinase	CphB, cyanophycin protease
MONOMER-20947			glycine dehydrogenase	
MONOMER-15				
MONOMER-13265	G-10099	P26168	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	BchE
AT4G29460-MONOMER	AT4G29460	Q9M0D7		PLA2
YHR007C-MONOMER	YHR007C	P10614	lanosterol 14-&alpha;-demethylase	cytochrome P450 51
MONOMER-19871	G-44579	P20581	2-aminobenzoylacetyl-CoA thioesterase	PqsE
MONOMER-16233	G-12527	Q1NEI7	L-2-keto-3-deoxyrhamnonate 4-dehydrogenase subunit	
MONOMER-17853	G-15501	E7FHF8	sulfhydrogenase II &delta; subunit	ShyD
EG11004-MONOMER	EG11004	P24555	oligopeptidase B	Tlp, PtrB, protease II, OpdB
G7099-MONOMER	G7099	P0ACD2	colanic acid biosynthesis acetyltransferase WcaF	WcaF
MONOMER-18900	G-34609		pretenellin B N-monooxygenase	
BSU12080-MONOMER	BSU12080	O31652	heme <i>o</i> synthase 1	YjdK, CtaO, protoheme IX farnesyltransferase 1
MONOMER-16736	G-14585	Q5SK28	agmatine aminopropyltransferase subunit	SpeB
MONOMER3O-268	YDR531W	Q04430	pantothenate kinase	
HS07754-MONOMER	HS07754	P52895	3&alpha; hydroxysteroid dehydrogenase III	3-&alpha;-hydroxysteroid dehydrogenase type 3, bile acid-binding protein, 3&alpha;-HSD
MONOMER-20268			malic enzyme large subunit	
ENSG00000102794-MONOMER	HS12491	A6NK06	immune-responsive gene 1 protein homolog	
MONOMER-12449	G-9567	Q38Q86		
MONOMER-3928	G-2988		methanol dehydrogenase small subunit	MxaI
HP0027-MONOMER	HP0027	B2ZP83	isocitrate dehydrogenase subunit	Icd, HP0027
MONOMER-19285	G-43996	D4GYH2	AglI glucuronate-transferase	AglI
PTSI-MONOMER	EG10789	P08839	PTS enzyme I	Ctr, PtsI, EI
MONOMER-13728	G-10482	A4YGR1	3-hydroxypropionyl-CoA synthetase subunit	
MONOMER-15553	G-11926		codeine <i>O</i>-demethylase	
MALE-MONOMER	EG10554	P0AEX9	maltose ABC transporter periplasmic binding protein	MBP, maltodextrin binding protein, maltose binding protein
MONOMER-13009			aspartate aminotransferase subunit	
MONOMER-6566	G-5066	Q04809	dipicolinate synthase &alpha; subunit	DpaA
MONOMER-18272	G-17776	Q8XAC2	D-galactosamine-6-phosphate deaminase/isomerase	AgaS
MONOMER-14243	G-10874	Q8GPG3	dimethylsulfide dehydrogenase &beta; subunit	DdhB
MONOMER-15982	G-12292	Q8GCH2		GumK
AT1G44446-MONOMER	AT1G44446	Q9MBA1	chlorophyllide <i>a</i> oxygenase	cholorophyll <i>b</i> synthase
EG10159-MONOMER	EG10159	P0A6H1	ATP-dependent Clp protease ATP-binding subunit ClpX	LopC, ClpX
MONOMER-17214			2-oxo-3-hexenedioate decarboxylase	4-oxalocrotonate decarboxylase
MONOMER-18782	G-34490	Q9Y8A5	lovastatin nonaketide synthase	LovB
MONOMER-20679	G-58826	Q6N3H9	3-oxopimeloyl-CoA:CoA acetyltransferase	PimB
G185E-6462-MONOMER	G185E-6462	P9WQD7	meromycolic acid 3-oxoacyl-(acyl carrier protein) synthase II	KasB, meromycolic acid &beta;-ketoacyl-ACP synthase II
MONOMER-18665	G-27140		germacrene A dehydrogenase	germacrene A oxidase
AT3G24220-MONOMER	AT3G24220	Q9LRM7		
HS04858-MONOMER	HS04858	P00505	Aspartate aminotransferase, mitochondrial	FABP-1, FABPpm, fatty acid-binding protein, glutamate oxaloacetate transaminase 2, mAspAT, transaminase A
MONOMER-19694			chenodeoxycholoyltaurine hydrolase monomer	
EG11639-MONOMER	EG11639	P31125	cysteine/<i>O</i>-acetylserine exporter EamA	EamA, YdeD, orf299, orf266
MONOMER-17644	G-15358	P96072		VlmH, IBAH
UDP-NACMUR-ALA-LIG-MONOMER	EG10619	P17952	UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase	MurC
MONOMER-11624				
MONOMER-2505			&alpha; subunit of 4-cresol dehydrogenase	&alpha; subunit of <i>p</i>-cresol dehydrogenase, &alpha; subunit of <i>p-</i>-cresol methylhydrolase
G6321-MONOMER	G6321	P77214	copper/silver export system periplasmic binding protein	CusX, CusF, YlcC, ORF110
MONOMER-13445	G-10235	Q48467	nitrate reductase small subunit	NasC
MONOMER-9455			(S)-tetrahydroprotoberberine oxidase monomer	
HS10240-MONOMER	G-11453	Q16773	kynurenine aminotransferase I subunit	
MONOMER-20077	G-54962	Q6ST35	&alpha;-(1,4) fucosyltransferase	FutA
YNFJ-MONOMER	G6850	P76175	putative chloride:H<sup>+</sup> antiporter ClcB	MriT, ClcB, YnfJ, ClC-ec2
MONOMER-14712	G-11245	Q38M36	2-hydroxymuconate tautomerase	CnbG, 4-oxalocrotonate tautomerase
MONOMER-16432	G-12701	A3DD31	cellulase Q	CelQ, endoglucanase Q
MONOMER-12216	G-9446			AtlB, D-xyulokinase
MONOMER-13939	G-10641	A2YQ58	nicotianamine synthase 3	
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	G6365	P75728		YleB, UbiF
ADCLY-MONOMER	EG11493	P28305	aminodeoxychorismate lyase	PabC
MONOMER-15307	G-11719	Q51548		PvdA
MONOMER-19052	G-43794	I4AY86	brevianamide F reverse prenyltransferase	
AT5G51100-MONOMER	AT5G51100	Q9LU64	superoxide dismutase (Fe)	
MONOMER-16951	G-14771	Q9ZGH1	dTDP-4-amino-4,6-dideoxy-D-glucose deaminase	
MONOMER-18092	G-16085	Q9L9G2	prephenate dehydrogenase	NovF
ENSG00000171988-MONOMER	HS10426	Q15652	probable histone lysine demethylase 3C	Jumonji domain-containing protein 1C, thyroid receptor-interacting protein 8, TRIP-8
MONOMER-15792	HS00286		iduronate 2-sulfatase 42 kDa chain	
MONOMER-4921	G-3801			
GCVP-MONOMER	EG11810	P33195	glycine decarboxylase	GcvP, P-protein
MONOMER-19439	G-44147	Q7BQ70	zwittermicin A polyketide synthase modules 2 and 3	ZmaK
CHRECP040-MONOMER	CHRECP040	P48268	cytochrome b-559 &alpha;-subunit	PsbE, PSII reaction center subunit V
MONOMER-10621	G-8221	P49235	&beta;-glucosidase	
MONOMER-20500	G-58289	Q9RBY6	L-threonyl-[L-threonyl-carrier protein] 4-chlorinase	
G1G01-2698-MONOMER	G1G01-2698		4-hydroxy-4-methyl-2-oxoglutarate aldolase aldolase	GllC, 4-carboxy-4-hydroxy-2-oxoadipic acid aldolase
MONOMER-18487				
MONOMER-7824				
MONOMER-12762	G-9775	Q675L1	(4<i>S</i>)-limonene synthase	
MONOMER-14418	G-11004	B3Y522		dammaradiene synthase, DCD
HS02296-MONOMER	HS02296	O43148	mRNA cap guanine-N7 methyltransferase	hcm1p, hCMT1, hMet, mRNA (guanine-N(7)-)-methyltransferase, mRNA cap methyltransferase, RG7MT1
MONOMER-11844	G-9204	Q9AJM0	2-oxoglutarate:ferredoxin oxidoreductase &alpha; subunit	KorA
SYNPCC7942_0260-MONOMER	SYNPCC7942_0260	Q31RM7	ClpC	
AT2G20370-MONOMER	AT2G20370	Q7XJ98	xyloglucan galactosyltransferase	
MONOMER-20930	G-80458		D-pinitol dehydrogenase	
MONOMER-17406				
MONOMER-13249	G-10083	Q59780		BchM
MONOMER-14982	G-11429	Q9M618	arginine decarboxylase	ADC
YGR169C-MONOMER	YGR169C	P53294	tRNA pseudouridine<sup>31</sup> synthase	pseudouridylate synthase 6, pseudouridine synthase 6
AT4G25080-MONOMER	AT4G25080	Q9SW18		MgP<sub>IX</sub>MT, S-adenosyl-L-methionine:Mg-protoporphyrin IX methyltransferase
MONOMER-16215	G-12510	B6CWJ1	preQ<sub>0</sub> phosphoribosyltransferase	ToyH
MONOMER-19855			acetol monooxygenase	
EG10927-MONOMER	EG10927	P13458	ATP dependent, structure specific DNA nuclease - SbcC subunit	SbcC
MONOMER-17833	G-15488	P06632	2,5-diketo-D-gluconate reductase A monomer	DkgA
MONOMER-18879	G-34587	B6F209	cyclo-acetoacetyl-<i>L</i>-tryptophan synthetase	
G6999-MONOMER	G6999	P76264		MntP, YebN
MONOMER-16707	G-14564	P95482		PrnC
BSU07630-MONOMER	BSU07630	O34453	nitric-oxide synthase monomer	YflM, NosA
HS07607-MONOMER	HS07607	P08397	porphobilinogen deaminase	HMBS, hydroxymethylbilane synthase, PBG-D, pre-uroporphyrinogen synthase
MONOMER1F-75	G1F72	P16127	magnesium chelatase subunit I	
ENSG00000084774-MONOMER	HS01483	P27708	CAD protein	
MONOMER-20251	G-55137	A0A1L2FSA4	perillyl alcohol/perillyl aldehyde synthase	
MONOMER-3883	G-2945	P97047	particulate methane monooxygenase hydroxylase component &gamma; subunit	PmoC
MONOMER-12430	G-14762	Q70AC7	methylmalonyl-CoA carboxyltransferase 5S subunit	
MONOMER-19269	G-43980	D7PI17	griseophenone D 9-<i>O</i>-methyltransferase	
HISTTRANSAM-MONOMER				
MONOMER-13709	G-10469	Q8L1D5	D-sorbitol dehydrogenase small subunit	SldB
PSBW-MONOMER	G-419	Q55356	Photosystem II reaction center Psb28 protein	PsbW, Photosystem II 13 kDa protein, Photosystem II reaction center W protein
LSERINEDEAM2-MONOMER	EG11623	P30744	L-serine deaminase II	SdaB, SDH-2, L-SD2
MONOMER-15522				lauric acid in-chain-hydroxylase, laurate monooxygenase
MONOMER-642	G-146	P75124		GalU
MONOMER-12994				
MONOMER-14219				
MONOMER-18255	G-17760		phospho<i>enol</i>pyruvate carboxykinase (GTP)	
AT1G28130-MONOMER	AT1G28130	Q9FZ87	indole-3-acetyl amido synthetase	indole-3-acetate amido synthetase, IAA-amido synthetase
MONOMER-15964	G-12273	Q9I4K5	rhamnosyltransferase 2	RhlC, RhlC rhamnosyltransferase 2
MONOMER-17196	G-14988	B7T912		HapE
EG10048-MONOMER	EG10048	P05637	diadenosine tetraphosphatase	CfcB, ApaH
G185E-6105-MONOMER	G185E-6105	P9WIE5	catalase-peroxidase KatG monomer	KatG
MONOMER-20661			dissimilatory dimethyldisulfide reductase	
AT3G21230-MONOMER	AT3G21230			
MONOMER-1865	G-1301		ADP-glucose pyrophosphorylase small subunit	STGLS
MONOMER-19678	G-44380	D7P5X0	4-hydroxyprotoasukamycin monooxygenase subunit	
HS04527-MONOMER	HS04527	P42336	phosphatidylinositol 3 kinase catalytic subunit p110&alpha;	PI3-kinase p110 subunit alpha, PtdIns-3-kinase p110, PI3K, phosphoinositide-3-kinase, catalytic, alpha polypeptide, phosphatidylinositol 3-kinase, catalytic, alpha polypeptide, phosphatidylinositol 3-kinase catalytic subunit, alpha isoform
MONOMER-17627	G-15342	Q54304	L-lysine cyclodeaminase	RapL
EG11538-MONOMER	EG11538	P31825	tRNA m<sup>6</sup>A37 methyltransferase	TrmM, YfiC
MONOMER-11604	G-9036	P04642	lactate dehydrogenase subunit	
TRYPSYN-APROTEIN	EG11024	P0A877	tryptophan synthase subunit &alpha;	Try, TrpA, &alpha; subunit, TSase &alpha;, A protein
G6244-MONOMER	G6244	P77712	thioesterase III	TesC, YbaW, FadM
MONOMER-2426			4-hydroxybenzaldehyde dehydrogenase	NAD<sup>+</sup>-benzaldehyde dehydrogenase
MONOMER-9421				
MONOMER-13421	G-55120	B5GLB3		CmcI
MONOMER-20060			3,5-dihydroxy-1,4-naphthoquinone reductase	
HS09918-MONOMER	HS09918	O75752	&beta;-1,3-<i>N</i>-acetylgalactosaminyltransferase 1	b3Gal-T3, &beta;-1,3-galactosyltransferase 3, &beta;-1,3-GalTase 3, &beta;-3-GalNAc-T1, &beta;-3-Gx-T3, &beta;3Gal-T3, galactosylgalactosylglucosylceramide &beta;-D-acetyl-galactosaminyltransferase, globoside synthase, UDP-<i>N</i>-acetylgalactosamine:globotriaosylceramide &beta;-1,3-<i>N</i>-acetylgalactosaminyltransferase
MONOMER-14674	G-11235	O87009	chlorophenol-4-monooxygenase	TftD
YMR170C-MONOMER	YMR170C	P47771	aldehyde dehydrogenase	
MONOMER-12196	G-9434	Q8GSL7		
MONOMER-16411	G-12682	Q06852	anchoring scaffoldin OlpB	OlpB, cell surface glycoprotein 1, S-layer protein 1, Slp1, outer layer protein B
NUOF-MONOMER	EG11774	P31979	NADH:quinone oxidoreductase subunit F	NuoF, NADH:ubiquinone oxidoreductase, chain F
MONOMER-13910			acyclic monoterpene primary alcohol oxidoreductase	acyclic monoterpene primary alcohol dehydrogenase
MONOMER-15287				&mu;-sulfohydrolase
ACKCLOS-MONOMER	G-103	P71104	acetate kinase monomer	AckA, Ack
AT5G47990-MONOMER	AT5G47990	Q9FI39		
MONOMER-19038	G-43780	Q9UVV3	acyl-lipid 6-desaturase	Delta-6 fatty acid desaturase
MONOMER-18073	G-16067	Q97VI6	glycolaldehyde oxidoreductase small subunit	
LIPOYL-ACP	EG50003		lipoyl-ACP	
MONOMER-16933	G-14752	Q56691	NADPH-flavin oxidoreductase monomer	flavin reductase P, Frp
GALACTOACETYLTRAN-MONOMER	EG10524	P07464	galactoside <i>O</i>-acetyltransferase	LacA, thiogalactoside acetyltransferase
ENSG00000167186-MONOMER	HS09521	Q99807	5-demethoxyubiquinol 5-hydroxylase	coenzyme Q biosynthesis protein 7 homolog, timing protein clk-1 homolog, ubiquinone biosynthesis protein COQ7 homolog
CHMTACMBARK-MONOMER	G-83		CH<SUB>3</SUB>-MtaC-cob(I)amide	MtaC
MONOMER-4881	G-3763		glucose dehydrogenase subunit	Gdh
MONOMER-20484	G-58273	B0VCM6	diaminobutyrate&mdash;2-oxoglutarate transaminase monomer	Dat
MONOMER-19423	G-44130	K4JEX9	carbamate phosphorylase	GdnR
MONOMER-18468	G-17953	E0YCS3	methylketone synthase 2	
MONOMER-1053			4-coumarate coenzyme A ligase	4CL, 4-cinnamoyl coenzyme A ligase
MONOMER-12744	G-9771	Q675L5	chloroplastic isopimara-7,15-diene synthase	isopimara-7,15-diene synthase
G18NG-12646-MONOMER	G18NG-12646	Q8NLB7	gentisate transporter	GenK
HS02092-MONOMER	HS02092	O14744	protein arginine <i>N</i>-methyltransferase 5	72 kDa ICln-binding protein, Histone-arginine N-methyltransferase PRMT5, Jak-binding protein 1, Shk1 kinase-binding protein 1 homolog, SKB1Hs
MONOMER-7721	G-6066	Q2G2M2	phosphatidylglycerol lysyltransferase	MprF
SUCCCOASYN-ALPHA	EG10982	P0AGE9	succinyl-CoA synthetase subunit &alpha;	SucD, &alpha; subunit
MONOMER-14402	G-10988	P27098	chlorocatechol 1,2-dioxygenase	TcbC
MONOMER-20876	G-80439	Q9I185	dihydropyoverdine dehydrogenase	PvdO
MONOMER-11823	G-9186	E7FHP1	acetate-CoA ligase &beta; subunit	AcdB
MONOMER-15775	G-12118	Q0P8G4	dUTPase subunit	Dut
AT2G13360-MONOMER	AGT1	Q56YA5		AGT1, glyoxylate aminotransferase, alanine-glyoxylate transaminase
MONOMER-13230	G-10070	Q9XDM4		PduX
MONOMER-17387	G-15166	Q194P4	premithramycin B monooxygenase	MtmOIV
YGL184C-MONOMER	YGL184C	P53101	cystathionine &beta;-lyase	
MONOMER-14960	G-11409			
MONOMER-16198	G-12492	Q9KPS2	Na(+)-translocating NADH-quinone reductase subunit B	NqrB
AT4G20150-MONOMER	AT4G20150	Q94AL6	NADH-ubiquinone oxidoreductase subunit	
EG10910-MONOMER	EG10910	P0A7R9	30S ribosomal subunit protein S11	RpsK
MONOMER-19837			1,2-epoxy-2-methylpropane hydrolase	
MONOMER-18858	G-34566	A0A023GPI5	sirohydrochlorin ferrochelatase	CbiX
MONOMER-17811			flavonol 6-hydroxylase	
HS07458-MONOMER	HS07458	Q8N8Y2	H<sup>+</sup>-translocating V-ATPase subunit d2	V-ATPase subunit d 2, Vacuolar proton pump subunit d 2, V-type proton ATPase subunit d 2
G6905-MONOMER	G6905	P76194	sulfur carrier protein SufE	YnhA, SufE, sulfur acceptor for SufS cysteine desulfurase
ENSG00000043093-MONOMER	HS12099	Q96GG9	DCN1-like protein 1	DCUN1 domain-containing protein 1, defective in cullin neddylation protein 1-like protein 1, squamous cell carcinoma-related oncogene
